ensembl_gene_id,entrezgene_id,hgnc_symbol,gene_biotype,rate,half_life,rate.min,rate.max
ENSG00000008083,3720,JARID2,protein_coding,0.441615772002845,1.56957070943444,0.311050702768321,0.666307281216333
ENSG00000008086,6792,CDKL5,protein_coding,0.4483857383563,1.54587249608093,0.325978706024206,0.644400204248879
ENSG00000008128,728642,CDK11A,protein_coding,0.31011232542492,2.23514876298511,0.221077227135383,0.454327949863912
ENSG00000008130,65220,NADK,protein_coding,0.289864830559274,2.39127726955549,0.210683649572227,0.41320386298758
ENSG00000008256,9265,CYTH3,protein_coding,0.280204830379336,2.47371602988277,0.206787051124543,0.391092123767753
ENSG00000008277,53616,ADAM22,protein_coding,0.0961456470398121,7.20934542437398,0.0701473319895381,0.145671719045355
ENSG00000008282,6856,SYPL1,protein_coding,0.321997538032901,2.15264745437004,0.236707798915041,0.451941897100067
ENSG00000008283,1534,CYB561,protein_coding,0.169903519560732,4.07965168909983,0.125157702561837,0.235181177908221
ENSG00000008294,9043,SPAG9,protein_coding,0.210310265872656,3.29583141214633,0.157447680896308,0.286563299375673
ENSG00000008300,1951,CELSR3,protein_coding,0.307227634888371,2.25613552248253,0.223685748547564,0.437787645974759
ENSG00000008311,10157,AASS,protein_coding,0.0916077529351911,7.56646853951674,0.0692237302420056,0.121960201016767
ENSG00000008324,51188,SS18L2,protein_coding,0.39831995243336,1.74017690132133,0.28458874731901,0.583976560033147
ENSG00000008382,84954,MPND,protein_coding,0.0282686847185236,24.5199657310461,0.0212571785374844,0.037619862131264
ENSG00000008394,4257,MGST1,protein_coding,0.0784462848415477,8.83594655833634,0.0593742240614018,0.104021860053571
ENSG00000008405,1407,CRY1,protein_coding,0.405306515864963,1.71018020541985,0.281483840342128,0.615210957236547
ENSG00000008441,4784,NFIX,protein_coding,0.18363709674785,3.77454878581368,0.136525464266934,0.25235494918718
ENSG00000008513,6482,ST3GAL1,protein_coding,0.500241775082042,1.38562434224184,0.3566997196275,0.747628012264568
ENSG00000008710,5310,PKD1,protein_coding,0.109378809266696,6.33712494410009,0.0830009334903775,0.145595143228372
ENSG00000008838,9862,MED24,protein_coding,0.0693983633565705,9.98794707878826,0.0520726709383496,0.0926721729197467
ENSG00000008853,23221,RHOBTB2,protein_coding,0.373151722432422,1.85754785222913,0.259320932797428,0.565300488399403
ENSG00000008869,54497,HEATR5B,protein_coding,0.341088917021299,2.03215978582108,0.250021389612394,0.479970145755165
ENSG00000008952,7095,SEC62,protein_coding,0.42979413268852,1.61274230577336,0.306630748079937,0.633085027438826
ENSG00000008988,6224,RPS20,protein_coding,0.0378641947672425,18.3061381556068,0.0287428941460214,0.049847712166067
ENSG00000009307,7812,CSDE1,protein_coding,0.0850785952570224,8.14713945929582,0.0647477665234667,0.11243022058708
ENSG00000009335,9690,UBE3C,protein_coding,0.254638440812442,2.72208382343377,0.183864841031123,0.361246996485264
ENSG00000009413,5980,REV3L,protein_coding,0.347624401578853,1.99395432947683,0.255468606712898,0.487620733085893
ENSG00000009780,199870,FAM76A,protein_coding,0.309564004479486,2.23910781140537,0.226056666672106,0.439562244760719
ENSG00000009830,29954,POMT2,protein_coding,0.18358589529912,3.7756014939524,0.13757390816662,0.249619665931589
ENSG00000009844,51534,VTA1,protein_coding,0.153446435611322,4.51719310258647,0.115934487502949,0.205775771963889
ENSG00000009954,9031,BAZ1B,protein_coding,0.382760598541892,1.81091570867131,0.277893394876147,0.549152006425614
ENSG00000010017,10048,RANBP9,protein_coding,0.306107721489663,2.26438972916713,0.223533326672605,0.432338338865764
ENSG00000010072,83932,SPRTN,protein_coding,0.509344887370567,1.3608601907015,0.359819300462072,0.771690784754072
ENSG00000010165,51603,EEF1AKNMT,protein_coding,0.377081839005848,1.83818765281135,0.272848256213482,0.545084443718041
ENSG00000010219,8798,DYRK4,protein_coding,0.153802517996411,4.50673493249388,0.114717710529636,0.210133891524294
ENSG00000010244,7756,ZNF207,protein_coding,0.255618404033823,2.71164818190567,0.190258872044135,0.353286112114184
ENSG00000010256,7384,UQCRC1,protein_coding,0.0447186284097071,15.5001887403479,0.0339922094501156,0.0589745769539405
ENSG00000010270,83930,STARD3NL,protein_coding,0.205237058141702,3.3773003123119,0.153585239135577,0.280389543614803
ENSG00000010282,57467,HHATL,protein_coding,0.128394011539034,5.39859431332757,0.0888432330249162,0.186429594630164
ENSG00000010292,9918,NCAPD2,protein_coding,0.241836556864546,2.86618032255637,0.179782451713003,0.333309944348875
ENSG00000010295,25900,IFFO1,protein_coding,0.327346073184052,2.11747516571008,0.237461899896521,0.469798550088077
ENSG00000010310,2696,GIPR,protein_coding,0.147989852349583,4.68374803782213,0.110067376894458,0.201761289083469
ENSG00000010318,51533,PHF7,protein_coding,0.238120561582847,2.91090855805321,0.176532185128072,0.330031063071
ENSG00000010319,56920,SEMA3G,protein_coding,0.137108049164235,5.0554813140814,0.103152312175042,0.185813823284095
ENSG00000010322,11188,NISCH,protein_coding,0.238090880690237,2.91127143782441,0.17225999863352,0.338210546222592
ENSG00000010361,80199,FUZ,protein_coding,0.0733421587991392,9.45086962136272,0.0559038794331098,0.0967184720301527
ENSG00000010379,6540,SLC6A13,protein_coding,0.246004667306183,2.81761800761788,0.175609424499769,0.355909663663098
ENSG00000010404,3423,IDS,protein_coding,0.0634955367711754,10.9164709176001,0.0477333981862018,0.0937748890670007
ENSG00000010539,7752,ZNF200,protein_coding,0.74829759848578,0.926298817425801,0.500572205341994,1.29717177206214
ENSG00000010626,10233,LRRC23,protein_coding,0.0513078765313069,13.5095667063322,0.0391154520407485,0.0674992978168768
ENSG00000010803,22955,SCMH1,protein_coding,0.13518440224385,5.12741979884353,0.0999723488407754,0.184722256232071
ENSG00000010810,2534,FYN,protein_coding,0.253531057759749,2.73397344958339,0.187905902374081,0.351827739111229
ENSG00000010818,3097,HIVEP2,protein_coding,0.492581131175521,1.40717363433265,0.341640134642903,0.764525135018016
ENSG00000011007,6924,ELOA,protein_coding,0.40857555454929,1.69649694613907,0.29270703503873,0.603581844068528
ENSG00000011009,11313,LYPLA2,protein_coding,0.160484058923867,4.31910300130663,0.120867103443586,0.216545107233554
ENSG00000011021,1185,CLCN6,protein_coding,0.367659455509807,1.8852967608267,0.26872668245678,0.521897645211805
ENSG00000011028,9902,MRC2,protein_coding,0.0337822729860975,20.5180741048774,0.0256590241617487,0.0444781853972179
ENSG00000011105,10867,TSPAN9,protein_coding,0.117098616222333,5.91934561586859,0.0864365668815519,0.159686802992841
ENSG00000011114,55727,BTBD7,protein_coding,0.500912640954546,1.3837685933401,0.356395924438955,0.747478036012991
ENSG00000011132,9546,APBA3,protein_coding,0.289808607041653,2.39174118269138,0.190063957871657,0.464433065862227
ENSG00000011143,54903,MKS1,protein_coding,0.243197074532728,2.85014604674723,0.17943123227456,0.338653629270247
ENSG00000011198,51099,ABHD5,protein_coding,0.31901196285622,2.17279369197935,0.234957377772844,0.446895063433581
ENSG00000011201,3730,ANOS1,protein_coding,0.197634871612128,3.50721092338549,0.141253784839009,0.282230184753246
ENSG00000011243,26993,AKAP8L,protein_coding,0.169235811401973,4.0957476719485,0.127294852060287,0.228707065246852
ENSG00000011258,54799,MBTD1,protein_coding,0.303706161052844,2.28229542053755,0.218011256019169,0.434441757165863
ENSG00000011260,51096,UTP18,protein_coding,0.539553104829076,1.28466906103622,0.386166114063439,0.799712820563649
ENSG00000011275,54476,RNF216,protein_coding,0.259030784354612,2.67592588381708,0.189130879803862,0.364013236443961
ENSG00000011295,54902,TTC19,protein_coding,0.200443679420265,3.45806454244259,0.150045392894887,0.273063884101552
ENSG00000011304,5725,PTBP1,protein_coding,0.44884874915666,1.54427784830034,0.319631710281647,0.668754697550957
ENSG00000011332,8193,DPF1,protein_coding,0.226262370612297,3.0634664468696,0.166066927834008,0.317288358275004
ENSG00000011347,9066,SYT7,protein_coding,0.073026501362524,9.49172105505874,0.0556309557267547,0.0963393098376119
ENSG00000011376,23395,LARS2,protein_coding,0.24602796542482,2.81735118754926,0.167952609955972,0.37185219106277
ENSG00000011405,5286,PIK3C2A,protein_coding,0.304725194654825,2.27466318085415,0.220887230052932,0.430372418533359
ENSG00000011422,5329,PLAUR,protein_coding,0.300615714000107,2.30575830962615,0.219345757229659,0.427317580444509
ENSG00000011426,54443,ANLN,protein_coding,0.149156504041485,4.64711334590651,0.112426547432875,0.199931859149617
ENSG00000011451,58525,WIZ,protein_coding,0.15864077778491,4.3692875831694,0.113953139714131,0.224371789019706
ENSG00000011454,23637,RABGAP1,protein_coding,0.152165409739132,4.55522172712087,0.114636839846259,0.2046495509157
ENSG00000011465,1634,DCN,protein_coding,0.02261702395469,30.6471435830181,0.0143156715012233,0.086017880249979
ENSG00000011478,54814,QPCTL,protein_coding,0.250156293106818,2.77085645918157,0.183867019505433,0.349861990526248
ENSG00000011485,5536,PPP5C,protein_coding,0.122741070774734,5.64723100576558,0.0931252499976805,0.163523982628002
ENSG00000011523,23177,CEP68,protein_coding,0.374845682113158,1.84915343469449,0.273909603720035,0.53223759866042
ENSG00000011566,8491,MAP4K3,protein_coding,0.377835823698486,1.83451948461372,0.267870380386541,0.555166543567592
ENSG00000011638,57146,TMEM159,protein_coding,0.286142697492815,2.42238291116044,0.203173521872385,0.420490797070355
ENSG00000012048,672,BRCA1,protein_coding,0.246875308775446,2.80768127034697,0.174845816617584,0.355313252821656
ENSG00000012061,2067,ERCC1,protein_coding,0.116863158083274,5.93127202728876,0.0819471658790061,0.166647033412693
ENSG00000012171,7869,SEMA3B,protein_coding,0.0548222587718031,12.6435356019379,0.0419538329816982,0.0719262554774282
ENSG00000012174,51360,MBTPS2,protein_coding,0.227061672607763,3.05268243908923,0.168379634926446,0.312717165439604
ENSG00000012211,4007,PRICKLE3,protein_coding,0.303317390263362,2.28522070547325,0.21844012015472,0.438334595209839
ENSG00000012232,2137,EXTL3,protein_coding,0.292238026786421,2.37185826971972,0.216566318977745,0.406760709769292
ENSG00000012660,60481,ELOVL5,protein_coding,0.292187002034838,2.37227246842863,0.21693405137301,0.404522234622364
ENSG00000012817,8284,KDM5D,protein_coding,0.243240431660221,2.84963801383231,0.177120198722593,0.343990111089981
ENSG00000012822,57658,CALCOCO1,protein_coding,0.0751791979822775,9.21993316187472,0.0571116384015392,0.0994600870920878
ENSG00000012963,55148,UBR7,protein_coding,0.234284644743075,2.95856854519883,0.175332425788059,0.320808335342414
ENSG00000012983,11183,MAP4K5,protein_coding,0.184053291496287,3.76601350035584,0.137307010835621,0.250410607334543
ENSG00000013016,30845,EHD3,protein_coding,0.270846766369532,2.55918573387819,0.194601814954598,0.388281816662008
ENSG00000013275,5704,PSMC4,protein_coding,0.107137067044669,6.46972331500312,0.081742520715666,0.141715936091739
ENSG00000013288,23324,MAN2B2,protein_coding,0.063554012299078,10.9064267618238,0.0480443028148897,0.0843262075209859
ENSG00000013306,51629,SLC25A39,protein_coding,0.0577553419664089,12.0014384290736,0.0439345383454845,0.0761968639865536
ENSG00000013364,9961,MVP,protein_coding,0.0811703718749008,8.53941117367576,0.0616062254307406,0.107554588445941
ENSG00000013374,51667,NUB1,protein_coding,0.222278315479343,3.11837517332797,0.165764594890533,0.30500528185126
ENSG00000013375,5238,PGM3,protein_coding,0.297088605298147,2.33313283713567,0.219363547474467,0.415074884693388
ENSG00000013392,112611,RWDD2A,protein_coding,0.582418764125483,1.19011821605838,0.410003208176119,0.890367359578328
ENSG00000013441,1195,CLK1,protein_coding,0.826244893685878,0.838912513537986,0.565407011621329,1.35963255576842
ENSG00000013503,55703,POLR3B,protein_coding,0.339847352118353,2.03958387858369,0.25000357711149,0.475027241748968
ENSG00000013523,23357,ANGEL1,protein_coding,0.254897309113001,2.71931933284026,0.189594480171129,0.351579751130565
